Age,Gender,Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural
16,Male,4.33,Smartphone,True,None,Urban
9,Female,4.66,TV,True,None,Urban
8,Male,2.62,Tablet,True,None,Urban
17,Male,5.23,Laptop,True,Poor Sleep,Rural
9,Female,1.21,Smartphone,False,None,Urban
14,Female,6.53,Smartphone,True,"Eye Strain, Anxiety, Obesity Risk",Rural
15,Female,5.52,Smartphone,True,None,Rural
12,Male,5.57,Laptop,True,Obesity Risk,Urban
13,Male,4.74,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Female,3.32,TV,True,Eye Strain,Urban
13,Male,6.12,Smartphone,True,Poor Sleep,Urban
15,Female,3.34,Smartphone,True,None,Urban
10,Female,2.17,TV,True,None,Urban
18,Female,2.08,Smartphone,False,None,Urban
8,Male,7.72,Tablet,True,Eye Strain,Urban
18,Male,3.97,Smartphone,True,Poor Sleep,Rural
11,Female,3.57,Smartphone,True,Poor Sleep,Urban
8,Female,5.27,TV,True,"Poor Sleep, Eye Strain",Urban
15,Female,5.47,Tablet,True,"Poor Sleep, Anxiety",Rural
12,Female,6.14,Smartphone,True,Poor Sleep,Rural
8,Male,0.48,TV,False,None,Urban
15,Female,4.67,Tablet,True,Poor Sleep,Urban
16,Female,3.53,Smartphone,True,"Poor Sleep, Anxiety",Urban
17,Male,4.2,Tablet,True,Poor Sleep,Urban
9,Female,3.43,TV,True,"Poor Sleep, Obesity Risk",Urban
16,Male,4.2,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
15,Female,4.27,Smartphone,True,Anxiety,Urban
14,Male,4.64,TV,True,Poor Sleep,Rural
10,Female,1.92,TV,False,None,Rural
9,Female,1.94,TV,False,None,Rural
14,Female,3.79,Tablet,True,Anxiety,Urban
12,Male,3.42,Laptop,True,Eye Strain,Urban
13,Female,3.8,Tablet,True,Eye Strain,Rural
11,Male,4.27,TV,True,None,Rural
9,Male,2.57,TV,True,None,Urban
16,Male,6.96,TV,True,"Poor Sleep, Obesity Risk",Urban
10,Female,6.07,Tablet,True,Eye Strain,Rural
14,Female,2.95,Tablet,False,None,Urban
15,Male,4.61,Smartphone,True,None,Urban
9,Female,2.3,TV,True,None,Urban
13,Male,4.36,Smartphone,True,Anxiety,Rural
18,Female,5.51,Laptop,True,None,Urban
15,Female,4.99,Laptop,True,"Poor Sleep, Eye Strain",Urban
14,Male,3.25,TV,True,"Eye Strain, Anxiety",Rural
18,Female,5.77,Smartphone,True,"Eye Strain, Anxiety",Rural
10,Male,0.97,TV,False,None,Urban
8,Female,3.97,Tablet,True,"Poor Sleep, Eye Strain",Urban
13,Male,3.07,Tablet,True,Anxiety,Urban
15,Male,5.87,Smartphone,True,Poor Sleep,Urban
13,Female,3.96,Smartphone,True,Poor Sleep,Urban
12,Male,4.07,Smartphone,True,None,Urban
18,Male,4.03,Smartphone,True,Poor Sleep,Urban
15,Male,3.54,Smartphone,True,None,Rural
9,Male,2.03,Tablet,True,None,Urban
8,Male,5.78,Tablet,True,Poor Sleep,Urban
8,Male,7.68,Smartphone,True,None,Urban
11,Female,5.19,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
13,Female,1.93,Smartphone,False,None,Urban
16,Male,5.31,Laptop,True,"Poor Sleep, Obesity Risk",Urban
8,Female,6.36,Smartphone,True,Poor Sleep,Urban
8,Male,4.56,Smartphone,True,None,Rural
12,Male,2.44,Smartphone,False,None,Urban
17,Female,3.72,TV,True,Poor Sleep,Urban
12,Female,3.34,Smartphone,True,Poor Sleep,Urban
12,Male,3.21,Smartphone,True,None,Urban
17,Male,2.33,Smartphone,False,None,Urban
13,Female,5.85,Smartphone,True,"Eye Strain, Anxiety",Rural
15,Male,5.81,Smartphone,True,None,Rural
10,Female,1.32,TV,False,None,Urban
16,Female,5.96,TV,True,"Poor Sleep, Anxiety",Rural
8,Female,3.14,Smartphone,True,Poor Sleep,Urban
11,Male,2.96,Smartphone,False,None,Urban
16,Female,4.15,Smartphone,True,Poor Sleep,Urban
15,Female,4.26,Laptop,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
17,Male,6.99,TV,True,"Poor Sleep, Obesity Risk",Rural
16,Male,4.29,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
16,Male,5.04,Smartphone,True,"Poor Sleep, Eye Strain",Rural
10,Male,6.56,Smartphone,True,Anxiety,Urban
18,Male,5.06,TV,True,None,Urban
17,Female,3.49,TV,True,Poor Sleep,Urban
16,Male,6.22,TV,True,Obesity Risk,Urban
8,Female,4.54,TV,True,"Poor Sleep, Eye Strain",Urban
8,Female,5.39,Smartphone,True,None,Rural
16,Female,4.69,Smartphone,True,Eye Strain,Urban
18,Female,4.04,Laptop,True,Poor Sleep,Urban
13,Female,4.87,Smartphone,True,Poor Sleep,Urban
11,Female,5.54,Tablet,True,Poor Sleep,Rural
14,Male,4.6,Laptop,True,Poor Sleep,Urban
12,Female,5.18,Smartphone,True,Eye Strain,Rural
17,Female,4.93,Tablet,True,"Poor Sleep, Eye Strain",Rural
14,Male,4.86,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Female,5.17,TV,True,Eye Strain,Rural
15,Female,5.86,Smartphone,True,Poor Sleep,Rural
8,Female,2.32,Tablet,True,None,Rural
15,Female,5.51,Smartphone,True,"Poor Sleep, Eye Strain",Rural
13,Female,3.67,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Male,4.08,Smartphone,True,Poor Sleep,Rural
15,Female,3.41,TV,True,Poor Sleep,Rural
10,Male,6.12,TV,True,"Poor Sleep, Obesity Risk",Rural
11,Female,4.77,Laptop,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
13,Male,3.11,Laptop,True,Eye Strain,Urban
18,Female,4.01,Smartphone,True,"Poor Sleep, Anxiety",Rural
14,Female,3.24,TV,True,Anxiety,Urban
11,Female,4.12,Laptop,True,None,Rural
11,Male,2.95,Smartphone,False,None,Rural
14,Male,2.42,Smartphone,False,None,Urban
13,Male,6.41,Smartphone,True,Poor Sleep,Urban
18,Female,5.11,TV,True,Anxiety,Rural
15,Female,2.54,Smartphone,False,None,Urban
8,Female,2.89,Tablet,True,None,Urban
17,Male,6.03,TV,True,Poor Sleep,Urban
18,Male,5.19,Smartphone,True,Poor Sleep,Rural
14,Male,3.74,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
14,Female,3.8,TV,True,Anxiety,Urban
18,Male,4.42,Smartphone,True,Anxiety,Rural
14,Male,5.84,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
14,Female,4.43,Smartphone,True,Poor Sleep,Rural
17,Male,5.26,Smartphone,True,"Poor Sleep, Anxiety",Urban
17,Female,4.59,Tablet,True,Eye Strain,Urban
15,Male,6.09,Smartphone,True,Poor Sleep,Rural
16,Female,4.5,Laptop,True,"Poor Sleep, Anxiety",Urban
16,Male,5.32,Tablet,True,Poor Sleep,Urban
9,Female,0.25,TV,False,None,Rural
14,Female,2.98,Smartphone,False,None,Urban
14,Male,4.09,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Male,5.27,Smartphone,True,"Poor Sleep, Anxiety",Rural
16,Female,5.92,TV,True,Poor Sleep,Rural
15,Male,3.68,Smartphone,True,Poor Sleep,Urban
8,Female,0.1,TV,False,None,Rural
9,Female,3.94,TV,True,"Poor Sleep, Eye Strain",Urban
9,Female,1.81,Tablet,False,None,Rural
18,Female,3.98,TV,True,None,Rural
15,Female,3.87,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Male,5.75,TV,True,Poor Sleep,Rural
11,Female,5.09,Laptop,True,Poor Sleep,Rural
17,Male,3.99,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Female,3.01,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Female,2.37,Smartphone,False,None,Urban
14,Female,4.61,Smartphone,True,Poor Sleep,Urban
15,Male,5.65,Smartphone,True,Poor Sleep,Urban
18,Female,2.91,Smartphone,False,None,Urban
16,Male,5.64,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
14,Female,4.52,Laptop,True,None,Urban
12,Male,4.57,Laptop,True,"Poor Sleep, Eye Strain",Urban
12,Male,2.33,Tablet,False,None,Urban
17,Male,3.76,Laptop,True,Poor Sleep,Urban
18,Female,5.47,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Female,6.18,TV,True,"Poor Sleep, Eye Strain",Urban
12,Female,3.62,Laptop,True,Poor Sleep,Rural
18,Female,4.69,Laptop,True,"Poor Sleep, Anxiety",Urban
16,Female,5.65,Smartphone,True,Poor Sleep,Urban
10,Male,7.72,TV,True,Poor Sleep,Rural
14,Female,5.77,TV,True,"Poor Sleep, Obesity Risk",Urban
14,Male,4.18,Smartphone,True,Poor Sleep,Rural
13,Female,5.21,Laptop,True,"Poor Sleep, Eye Strain",Rural
10,Female,4.7,TV,True,Poor Sleep,Urban
14,Female,5.05,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Female,3.86,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14,Male,3.4,TV,True,None,Rural
13,Female,3.2,Smartphone,True,Poor Sleep,Urban
15,Male,6.94,Smartphone,True,Poor Sleep,Rural
8,Female,1.13,TV,False,None,Urban
11,Female,4.31,Smartphone,True,None,Rural
18,Female,3,Laptop,False,None,Rural
8,Male,2.46,Tablet,True,None,Urban
8,Female,4.02,Smartphone,True,Poor Sleep,Rural
17,Male,3.43,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,4.02,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
15,Female,3.24,Smartphone,True,"Poor Sleep, Anxiety",Urban
14,Male,3.82,Smartphone,True,Poor Sleep,Urban
17,Female,2.39,TV,False,None,Rural
8,Male,6.57,Smartphone,True,None,Rural
18,Female,4.52,Smartphone,True,None,Urban
9,Female,4.76,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
11,Female,4.29,Laptop,True,"Poor Sleep, Eye Strain",Rural
8,Male,5.44,Smartphone,True,None,Urban
15,Male,2.19,TV,False,None,Urban
15,Male,5.71,TV,True,"Poor Sleep, Anxiety",Urban
15,Female,5.66,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
13,Male,3.95,Smartphone,True,Poor Sleep,Urban
13,Female,4.93,Smartphone,True,Anxiety,Rural
12,Male,3.21,Smartphone,True,"Anxiety, Obesity Risk",Urban
16,Male,2.35,TV,False,None,Urban
11,Female,5.2,Laptop,True,None,Rural
17,Male,3.73,Tablet,True,Anxiety,Urban
14,Female,5.56,Tablet,True,None,Urban
8,Male,7.65,TV,True,Poor Sleep,Urban
16,Male,4.13,Smartphone,True,None,Rural
14,Male,4.32,Smartphone,True,Obesity Risk,Urban
17,Male,3.75,Smartphone,True,Eye Strain,Rural
16,Male,5.05,Laptop,True,Poor Sleep,Urban
14,Male,5.82,TV,True,Poor Sleep,Urban
9,Male,5.53,TV,True,Poor Sleep,Rural
13,Female,3.88,TV,True,Poor Sleep,Urban
17,Female,5.31,Smartphone,True,None,Urban
18,Male,4.67,TV,True,None,Urban
11,Male,4.91,Smartphone,True,Eye Strain,Urban
10,Male,2.1,TV,True,None,Urban
13,Female,4.3,Smartphone,True,None,Urban
15,Female,2.32,Smartphone,False,None,Urban
13,Male,5.72,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Male,4.42,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Male,5.86,Smartphone,True,Poor Sleep,Urban
9,Male,1.93,TV,False,None,Urban
15,Male,5.58,TV,True,Eye Strain,Rural
16,Female,4.93,Smartphone,True,None,Rural
17,Male,3.64,Smartphone,True,Anxiety,Rural
11,Female,4.91,Laptop,True,Poor Sleep,Rural
13,Male,4.8,Smartphone,True,Poor Sleep,Urban
18,Female,4.41,Laptop,True,Poor Sleep,Urban
17,Female,1.67,TV,False,None,Rural
15,Male,4.63,Smartphone,True,Poor Sleep,Urban
16,Male,6.28,TV,True,None,Rural
12,Male,5.53,Tablet,True,"Poor Sleep, Anxiety",Urban
13,Male,4.34,Smartphone,True,None,Urban
18,Female,4.44,Smartphone,True,Eye Strain,Rural
11,Female,4.09,Laptop,True,"Poor Sleep, Eye Strain",Rural
12,Male,3.7,Smartphone,True,"Poor Sleep, Eye Strain",Rural
14,Male,6.14,Laptop,True,Poor Sleep,Urban
16,Female,3.53,Smartphone,True,Poor Sleep,Urban
17,Male,6.69,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,3.44,Smartphone,True,Poor Sleep,Urban
13,Male,3.7,TV,True,"Poor Sleep, Anxiety",Urban
13,Male,6.52,Smartphone,True,None,Urban
15,Male,3.81,TV,True,Poor Sleep,Urban
18,Male,4.32,Laptop,True,"Poor Sleep, Eye Strain",Urban
11,Male,6.03,TV,True,None,Rural
10,Male,4.44,Tablet,True,"Anxiety, Obesity Risk",Rural
14,Female,5.64,Laptop,True,Poor Sleep,Urban
12,Female,4.21,TV,True,Poor Sleep,Urban
9,Male,0.72,Smartphone,False,None,Rural
9,Male,2.44,Smartphone,True,None,Rural
18,Female,4.65,TV,True,None,Urban
13,Male,3.09,Tablet,True,Anxiety,Urban
15,Male,4.53,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Male,1.88,TV,False,None,Urban
18,Male,4.43,TV,True,Anxiety,Rural
13,Male,3.45,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
9,Female,5.08,Smartphone,True,Eye Strain,Urban
9,Male,0.88,Smartphone,False,None,Urban
14,Female,6.31,TV,True,"Poor Sleep, Eye Strain",Urban
17,Female,4.63,Laptop,True,Poor Sleep,Rural
8,Male,4.57,TV,True,Poor Sleep,Urban
13,Female,6.11,Smartphone,True,None,Urban
14,Female,2.96,Smartphone,False,None,Urban
15,Female,5.07,Smartphone,True,Poor Sleep,Urban
14,Male,6.85,TV,True,"Poor Sleep, Eye Strain",Urban
13,Female,3.5,Smartphone,True,"Poor Sleep, Anxiety",Urban
16,Male,3.19,Smartphone,True,"Poor Sleep, Eye Strain",Urban
10,Male,9.07,TV,True,None,Rural
18,Male,5.75,Smartphone,True,Poor Sleep,Rural
13,Female,5.31,TV,True,"Eye Strain, Obesity Risk",Urban
11,Male,5.11,Laptop,True,Poor Sleep,Rural
9,Male,6.33,Smartphone,True,Poor Sleep,Urban
8,Male,0.36,TV,False,None,Urban
8,Male,3.07,Smartphone,True,None,Urban
18,Male,3.44,Laptop,True,Eye Strain,Urban
17,Male,6.07,TV,True,Poor Sleep,Urban
10,Female,7.67,Smartphone,True,"Poor Sleep, Anxiety",Rural
11,Female,2.45,Smartphone,False,None,Urban
9,Male,7.14,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Male,3.22,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,3.97,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,5.3,Smartphone,True,Poor Sleep,Urban
11,Female,4.18,Tablet,True,None,Urban
14,Male,4.89,Tablet,True,Poor Sleep,Urban
17,Male,2.76,Laptop,False,None,Urban
18,Male,3.39,Smartphone,True,Anxiety,Urban
13,Female,4.67,Smartphone,True,Poor Sleep,Urban
13,Male,6.19,Smartphone,True,Obesity Risk,Rural
18,Male,4.96,Tablet,True,Eye Strain,Urban
16,Female,5.93,TV,True,Poor Sleep,Urban
9,Male,6.33,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
11,Male,4.82,Smartphone,True,"Poor Sleep, Eye Strain",Rural
12,Male,1.44,Smartphone,False,None,Urban
8,Male,7.25,Smartphone,True,Poor Sleep,Urban
15,Male,4.93,TV,True,None,Rural
15,Female,5.35,Smartphone,True,"Anxiety, Obesity Risk",Urban
13,Female,4.94,Smartphone,True,Poor Sleep,Urban
12,Female,5.3,Smartphone,True,None,Rural
15,Male,2.74,Smartphone,False,None,Urban
10,Female,3.95,TV,True,None,Rural
10,Male,2.84,Smartphone,True,None,Rural
9,Male,7.55,Tablet,True,"Poor Sleep, Obesity Risk",Urban
12,Female,5.35,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
13,Male,2.36,Tablet,False,None,Urban
15,Male,3.91,Smartphone,True,None,Urban
9,Male,2.37,Smartphone,True,None,Urban
11,Female,7.69,Smartphone,True,"Poor Sleep, Anxiety",Urban
18,Male,4.87,Smartphone,True,Eye Strain,Rural
14,Female,3.96,Laptop,True,Poor Sleep,Urban
8,Male,7.75,Smartphone,True,"Poor Sleep, Anxiety",Rural
8,Male,9.28,Smartphone,True,"Poor Sleep, Eye Strain",Urban
17,Female,4.9,Smartphone,True,"Eye Strain, Anxiety",Rural
14,Female,3.73,Laptop,True,"Poor Sleep, Eye Strain",Rural
14,Male,4.96,Smartphone,True,None,Rural
8,Female,2.95,Smartphone,True,None,Rural
8,Female,1.82,Tablet,False,None,Urban
11,Female,3.47,Smartphone,True,Poor Sleep,Rural
12,Male,3.31,Smartphone,True,None,Urban
12,Female,4.35,Laptop,True,Eye Strain,Urban
11,Female,4.97,Smartphone,True,None,Urban
15,Female,6.92,Laptop,True,Poor Sleep,Urban
14,Male,4.35,Smartphone,True,"Poor Sleep, Anxiety",Urban
16,Male,3.66,Smartphone,True,"Eye Strain, Anxiety",Urban
14,Female,5.82,TV,True,None,Rural
17,Male,5.29,Tablet,True,"Poor Sleep, Anxiety",Rural
8,Female,6.52,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
14,Male,3.38,Laptop,True,Obesity Risk,Rural
8,Male,3.67,Smartphone,True,Poor Sleep,Urban
14,Female,3.37,Laptop,True,None,Urban
17,Female,4.22,Laptop,True,Poor Sleep,Urban
15,Female,3.9,Smartphone,True,Anxiety,Urban
18,Male,5.01,Smartphone,True,Poor Sleep,Urban
16,Female,3.64,TV,True,Anxiety,Urban
10,Female,6.39,TV,True,"Poor Sleep, Eye Strain",Urban
11,Male,5.35,Smartphone,True,Poor Sleep,Urban
11,Female,3.76,Laptop,True,None,Urban
16,Male,1.49,Laptop,False,None,Rural
14,Female,4.28,Laptop,True,"Poor Sleep, Eye Strain",Rural
10,Female,9.88,TV,True,Poor Sleep,Rural
17,Female,5.39,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Male,5,TV,True,Anxiety,Rural
14,Female,3.85,Laptop,True,"Poor Sleep, Anxiety",Rural
15,Female,2.45,TV,False,None,Rural
8,Female,4.1,TV,True,Eye Strain,Urban
9,Male,5.06,TV,True,None,Urban
14,Male,4.51,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,5.41,Smartphone,True,None,Urban
14,Male,4.43,Tablet,True,Eye Strain,Urban
16,Male,4.32,TV,True,"Poor Sleep, Obesity Risk",Rural
18,Male,3.39,Tablet,True,"Poor Sleep, Obesity Risk",Urban
14,Male,4.41,Smartphone,True,Poor Sleep,Urban
11,Female,5.45,Smartphone,True,None,Urban
18,Male,6.49,Laptop,True,"Poor Sleep, Anxiety",Urban
9,Male,4.71,Tablet,True,Poor Sleep,Urban
14,Male,2.07,Smartphone,False,None,Urban
12,Female,2.07,Laptop,False,None,Rural
8,Male,2.82,Smartphone,True,None,Urban
12,Female,4.46,Smartphone,True,Poor Sleep,Urban
10,Female,2.21,TV,True,None,Urban
14,Female,3.99,TV,True,Anxiety,Rural
13,Male,4.26,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Male,4.9,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
12,Female,3.57,Tablet,True,None,Urban
9,Female,1.62,Smartphone,False,None,Urban
16,Male,2.28,TV,False,None,Urban
18,Female,3.57,Smartphone,True,Poor Sleep,Rural
15,Female,2.72,Smartphone,False,None,Urban
13,Female,3.23,Laptop,True,Poor Sleep,Urban
17,Male,2.9,TV,False,None,Urban
14,Male,3.77,Smartphone,True,Eye Strain,Urban
16,Male,4.14,Smartphone,True,None,Urban
14,Female,3.39,Tablet,True,"Poor Sleep, Obesity Risk",Urban
10,Female,1.07,TV,False,None,Urban
13,Male,4.81,Smartphone,True,None,Urban
18,Male,7.26,TV,True,Poor Sleep,Rural
18,Female,5.35,Smartphone,True,Obesity Risk,Urban
14,Male,4.97,Smartphone,True,Poor Sleep,Urban
9,Male,1.37,TV,False,None,Urban
10,Male,6.5,Tablet,True,"Eye Strain, Anxiety",Urban
11,Female,6.31,TV,True,Poor Sleep,Urban
17,Female,3.93,Laptop,True,Poor Sleep,Urban
13,Female,6.88,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Female,4.88,Smartphone,True,None,Urban
16,Male,2.37,TV,False,None,Urban
12,Male,3.69,Smartphone,True,None,Urban
14,Male,3.02,Laptop,True,Poor Sleep,Urban
16,Female,4.98,Tablet,True,Obesity Risk,Urban
16,Male,5.14,Laptop,True,Anxiety,Urban
8,Female,1.46,TV,False,None,Urban
8,Male,0.5,TV,False,None,Urban
10,Female,2.99,TV,True,None,Urban
13,Male,4.71,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Rural
9,Female,5,Tablet,True,Poor Sleep,Urban
17,Male,6.87,Smartphone,True,None,Rural
18,Male,4.87,TV,True,None,Urban
8,Female,3.73,Smartphone,True,"Anxiety, Obesity Risk",Urban
8,Female,4.15,TV,True,"Poor Sleep, Eye Strain",Urban
12,Male,3.17,Laptop,True,"Poor Sleep, Eye Strain",Urban
11,Male,2.03,TV,False,None,Urban
11,Female,5.7,Laptop,True,"Poor Sleep, Eye Strain",Rural
10,Female,0.38,TV,False,None,Urban
9,Female,4.4,Tablet,True,Poor Sleep,Urban
16,Female,3.75,Smartphone,True,Poor Sleep,Rural
18,Male,4.04,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Male,6.76,TV,True,"Poor Sleep, Eye Strain",Urban
14,Female,2.31,Smartphone,False,None,Urban
11,Female,5.36,TV,True,Poor Sleep,Urban
12,Male,4.55,Laptop,True,"Poor Sleep, Obesity Risk",Rural
17,Male,3.71,Smartphone,True,Anxiety,Urban
12,Male,3,Smartphone,False,None,Urban
8,Male,5.75,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
13,Female,5,Smartphone,True,Anxiety,Urban
16,Male,4.25,Smartphone,True,Poor Sleep,Rural
9,Male,5.6,Smartphone,True,None,Rural
14,Female,4.11,TV,True,None,Rural
13,Male,3.94,TV,True,None,Urban
12,Female,5.77,TV,True,"Poor Sleep, Eye Strain",Urban
11,Male,5.45,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Male,5.77,Tablet,True,Poor Sleep,Urban
13,Female,4.57,Smartphone,True,Poor Sleep,Urban
11,Male,4.12,Smartphone,True,None,Urban
12,Male,5.02,TV,True,None,Urban
13,Female,5.59,Smartphone,True,"Eye Strain, Anxiety",Urban
12,Female,7.62,Laptop,True,Obesity Risk,Urban
14,Female,4.85,Tablet,True,Poor Sleep,Urban
16,Female,2.91,Smartphone,False,None,Rural
17,Male,5.17,Smartphone,True,Eye Strain,Urban
14,Male,1.95,Smartphone,False,None,Rural
14,Female,6.15,Smartphone,True,Anxiety,Urban
11,Male,5.2,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Female,9.73,TV,True,Poor Sleep,Urban
15,Female,4.33,Smartphone,True,"Poor Sleep, Eye Strain",Rural
11,Female,3.35,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Male,0.31,Smartphone,False,None,Urban
12,Female,2.43,Smartphone,False,None,Rural
15,Female,2.05,Laptop,False,None,Urban
11,Male,3.94,TV,True,"Poor Sleep, Obesity Risk",Urban
15,Female,2.8,TV,False,None,Urban
15,Male,2.45,Smartphone,False,None,Urban
10,Female,1.18,TV,False,None,Urban
16,Male,2.82,Smartphone,False,None,Urban
10,Female,5.11,TV,True,None,Urban
8,Female,3,TV,True,None,Rural
9,Female,4.07,Tablet,True,Anxiety,Urban
13,Female,4.38,TV,True,"Anxiety, Obesity Risk",Rural
17,Female,2.98,Smartphone,False,None,Urban
9,Female,1.99,TV,False,None,Urban
13,Male,3.94,Smartphone,True,Poor Sleep,Urban
8,Male,5.59,Smartphone,True,None,Urban
18,Male,5.69,Smartphone,True,"Poor Sleep, Anxiety",Rural
8,Male,4.98,Smartphone,True,None,Urban
12,Male,4.14,Smartphone,True,None,Urban
17,Female,5.13,TV,True,Poor Sleep,Urban
18,Female,3.87,TV,True,Poor Sleep,Urban
16,Female,3.92,Laptop,True,Poor Sleep,Urban
15,Male,8.03,Tablet,True,Poor Sleep,Urban
10,Female,3.03,Smartphone,True,Obesity Risk,Rural
10,Male,3.82,Tablet,True,None,Rural
8,Male,2.6,Smartphone,True,None,Urban
10,Female,1.17,TV,False,None,Urban
18,Female,4.85,Smartphone,True,"Poor Sleep, Eye Strain",Rural
8,Female,2.22,Smartphone,True,None,Urban
15,Male,3.95,Smartphone,True,Eye Strain,Urban
8,Male,7.54,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Female,5.52,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Female,4.16,Laptop,True,Eye Strain,Urban
14,Male,3.36,Smartphone,True,Poor Sleep,Rural
11,Female,3.96,TV,True,Anxiety,Urban
18,Female,4.32,TV,True,"Poor Sleep, Eye Strain",Rural
16,Female,5.9,Smartphone,True,Poor Sleep,Rural
16,Female,3.74,TV,True,"Poor Sleep, Eye Strain",Urban
9,Male,2.76,Tablet,True,None,Urban
17,Male,3.3,Smartphone,True,Poor Sleep,Rural
17,Male,4.82,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Male,5.18,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Female,5.52,Smartphone,True,Obesity Risk,Rural
11,Female,1.97,Smartphone,False,None,Rural
15,Male,4.7,Smartphone,True,"Poor Sleep, Eye Strain",Rural
18,Male,2.88,Tablet,False,None,Rural
14,Male,3.34,Smartphone,True,None,Urban
14,Male,3.74,Tablet,True,Eye Strain,Urban
18,Male,6.02,Laptop,True,"Poor Sleep, Eye Strain",Rural
17,Male,2.28,Smartphone,False,None,Urban
16,Male,3.69,Tablet,True,Poor Sleep,Rural
12,Male,4.69,TV,True,"Poor Sleep, Eye Strain",Urban
13,Female,5.12,Smartphone,True,Eye Strain,Urban
8,Female,0.99,Smartphone,False,None,Urban
13,Male,4.68,Smartphone,True,"Poor Sleep, Eye Strain",Urban
9,Female,8.63,TV,True,Poor Sleep,Urban
13,Male,7.21,Tablet,True,None,Urban
16,Female,7.36,TV,True,"Poor Sleep, Eye Strain, Anxiety",Rural
15,Female,4.97,TV,True,None,Urban
16,Male,6.32,Laptop,True,Poor Sleep,Urban
17,Female,4.94,TV,True,"Poor Sleep, Anxiety",Rural
15,Female,4.16,TV,True,None,Urban
10,Female,3.61,Smartphone,True,Anxiety,Urban
15,Female,6.8,Smartphone,True,Poor Sleep,Rural
13,Female,3.19,Tablet,True,"Eye Strain, Anxiety",Urban
13,Female,5.09,TV,True,Anxiety,Urban
13,Male,5.44,TV,True,"Poor Sleep, Obesity Risk",Urban
10,Female,0.55,TV,False,None,Urban
17,Female,5.14,Smartphone,True,Poor Sleep,Urban
8,Female,6.19,Smartphone,True,Anxiety,Urban
11,Female,3.61,Laptop,True,Poor Sleep,Urban
17,Female,4.2,Smartphone,True,Eye Strain,Rural
13,Male,5.83,Laptop,True,Eye Strain,Urban
18,Male,6.12,Smartphone,True,Poor Sleep,Urban
17,Male,4.7,Smartphone,True,Obesity Risk,Rural
9,Male,1.6,Tablet,False,None,Urban
14,Female,4.09,TV,True,None,Urban
14,Male,3.81,Laptop,True,Poor Sleep,Urban
18,Male,4.7,TV,True,None,Rural
11,Male,6.57,Smartphone,True,Obesity Risk,Rural
11,Male,4.78,Smartphone,True,"Eye Strain, Anxiety",Rural
